SchulNr;RegSchl;KoRe;KoHo;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtDerTraegerschaft;SchultraegerNr;Schulgliederung;Ganztagsbetrieb;Aktiv;gueltigVon;gueltigBis
15696;758020;475488;5783341;Gemeinde Kirchlengern;;;32278;Kirchlengern;Am Rathaus 2;05223;7081-84;00;1;Gemeinde Kirchlengern;1;19730801;06;0;;0;1;;
15702;758024;481212;5783259;Stadt Löhne;;;32584;Löhne;Oeynhausener Straße 41;05732;2011;00;1;Stadt Löhne;1;19730801;06;0;;0;1;;
15714;758028;464507;5789112;Gemeinde Rödinghausen;;;32289;Rödinghausen;Heerstr. 2;05746;948-0;00;1;Gemeinde Rödinghausen;1;19730801;06;0;;0;1;;
15726;758032;464655;5777053;Stadt Spenge;;;32139;Spenge;Lange Straße 52-56;05225;2021-24;00;1;Stadt Spenge;1;19730801;06;0;;0;1;;
15738;762008;525911;5723717;Stadt Beverungen;;;37688;Beverungen;Weserstraße 12;05273;6014-16;00;1;Stadt Beverungen;1;19730801;06;0;;0;1;;
15740;762016;512718;5729578;Stadt Brakel;;;33034;Brakel;Am Markt 12;05272;8041;00;1;Stadt Brakel;1;19730801;06;0;;0;1;;
15751;762004;501736;5731503;Stadt Bad Driburg;;;33014;Bad Driburg;Am Rathausplatz 2;05253;88-0;00;1;Stadt Bad Driburg;1;19730801;06;0;;0;1;;
15763;762020;526373;5735947;Stadt Höxter;;;37671;Höxter;Weserstraße 11;05271;631;00;1;Stadt Höxter;1;19730801;06;0;;0;1;;
15775;762024;516019;5740968;Stadt Marienmünster;;;37696;Marienmünster;Schulstraße 1;05276;267;00;1;Stadt Marienmünster;1;19730801;06;0;;0;1;;
15787;762028;507620;5739275;Stadt Nieheim;;;33039;Nieheim;Marktstraße 28;05274;8301;00;1;Stadt Nieheim;1;19730801;06;0;;0;1;;
15799;762032;506519;5746069;Stadt Steinheim;;;32839;Steinheim;Marktstraße 2-4;05233;210;00;1;Stadt Steinheim;1;19730801;06;0;;0;1;;
15805;766012;507586;5760020;Stadt Barntrup;;;32683;Barntrup;Mittelstraße 38;05263;2081-83;00;1;Stadt Barntrup;1;19730801;06;0;;0;1;;
15817;766044;493239;5764158;Stadt Lemgo;;;32657;Lemgo;Marktplatz 1;05261;213-0;00;1;Stadt Lemgo;1;19730801;06;0;;0;1;;
15829;766056;476929;5756669;Stadt Oerlinghausen;;;33813;Oerlinghausen;Rathausplatz 1;05202;493-0;00;1;Stadt Oerlinghausen;1;19730801;06;0;;0;1;;
15830;766008;483223;5769712;Stadt Bad Salzuflen;;;32105;Bad Salzuflen;Rudolph-Brandes-Allee 19;05222;9520;00;1;Stadt Bad Salzuflen;1;19730801;06;0;;0;1;;
15842;766028;508693;5768571;Gemeinde Extertal;;;32699;Extertal;Mittelstraße 33;05262;2081-83;00;1;Gemeinde Extertal;1;19730801;06;0;;0;1;;
15854;766024;500377;5764832;Gemeinde Dörentrup;;;32694;Dörentrup;Hauptstraße 2;05265;8611-13;00;1;Gemeinde Dörentrup;1;19730801;06;0;;0;1;;
15866;766036;496467;5772958;Gemeinde Kalletal;;;32689;Kalletal;Rintelner Str. 3;05264;644110;00;1;Gemeinde Kalletal;1;19730801;06;0;;0;1;;
15878;766048;479308;5762471;Gemeinde Leopoldshöhe;;;33818;Leopoldshöhe;Kirchweg 1;05208;415;00;1;Gemeinde Leopoldshöhe;1;19730801;06;0;;0;1;;
15880;770020;473681;5794639;Stadt Lübbecke;;;32312;Lübbecke;Kreishausstraße 4;05741;8061;00;1;Stadt Lübbecke;1;19730801;06;0;;0;1;;
15891;770008;474696;5803021;Stadt Espelkamp;;;32339;Espelkamp;Wilhelm-Kern-Platz 1;05772;5620;00;1;Stadt Espelkamp;1;19730801;06;0;;0;1;;
15945;770036;465311;5795163;Stadt Preußisch Oldendorf;;;32361;Preußisch Oldendorf;Rathausstraße 3;05742;2011-13;00;1;Stadt Preußisch Oldendorf;1;19730801;06;0;;0;1;;
15957;770040;473656;5809404;Stadt Rahden;;;32369;Rahden;Lange Straße 9;05771;801-3;00;1;Stadt Rahden;1;19730801;06;0;;0;1;;
15969;770024;494410;5793183;Stadt Minden;;;32423;Minden;Kleiner Domhof 17;0571;89-0;00;1;Stadt Minden;1;19730801;06;0;;0;1;;
15970;770004;486281;5783315;Stadt Bad Oeynhausen;;;32545;Bad Oeynhausen;Ostkorso 8;05731;22001-9;00;1;Stadt Bad Oeynhausen;1;19730801;06;0;;0;1;;
15994;770012;488007;5796021;Gemeinde Hille;;;32479;Hille;Am Rathaus 4;0571;4044-0;00;1;Gemeinde Hille;1;19730801;06;0;;0;1;;
16081;770028;500335;5801962;Stadt Petershagen;;;32469;Petershagen;Bahnhofstraße 63;05702;9064;00;1;Stadt Petershagen;1;19730801;06;0;;0;1;;
16093;774008;487490;5736996;Stadt Bad Lippspringe;;;33175;Bad Lippspringe;Fr.-Wilh.-Weber-Platz 1;05252;26-0;00;1;Stadt Bad Lippspringe;1;19730801;06;0;;0;1;;
16100;774032;482919;5729738;Stadt Paderborn;;;33098;Paderborn;Am Abdinghof 11;05251;206/1;00;1;Stadt Paderborn;1;19730801;06;0;;0;1;;
16135;774004;495989;5734885;Gemeinde Altenbeken;;;33184;Altenbeken;Bahnhofstraße 5 a;05255;12000;00;1;Gemeinde Altenbeken;1;19730801;06;0;;0;1;;
16147;774020;469527;5734739;Stadt Delbrück;;;33129;Delbrück;Lange Straße 41;05250;9960;00;1;Stadt Delbrück;1;19730801;06;0;;0;1;;
16159;774012;480789;5722935;Gemeinde Borchen;;;33178;Borchen;Unter der Burg 1;05251;3888-0;00;1;Gemeinde Borchen;1;19730801;06;0;;0;1;;
16196;774024;476582;5741414;Gemeinde Hövelhof;;;33161;Hövelhof;Bahnhofstraße 2;05257;3011-13;00;1;Gemeinde Hövelhof;1;19730801;06;0;;0;1;;
16226;762036;510222;5704065;Stadt Warburg;;;34414;Warburg;Zwischen den Städten 1;05641;2051;00;1;Stadt Warburg;1;19730801;06;0;;0;1;;
16238;754008;457434;5751124;Stadt Gütersloh;;;33330;Gütersloh;Berliner Straße 70;05241;821;00;1;Stadt Gütersloh;1;19730801;06;0;;0;1;;
16240;754020;447124;5748436;Gemeinde Herzebrock-Clarholz;;;33442;Herzebrock-Clarholz;Am Rathaus 1;05245;444-0;00;1;Gemeinde Herzebrock;1;19730801;06;0;;0;1;;
16251;754024;452801;5735901;Gemeinde Langenberg;;;33449;Langenberg;Klutenbrinkstr. 5;05248;5080;00;1;Gemeinde Langenberg;1;19730801;06;0;;0;1;;
16263;754028;451088;5744980;Stadt Rheda-Wiedenbrück;;;33378;Rheda-Wiedenbrück;Rathausplatz 13;05242;963-0;00;1;Stadt Rheda-Wiedenbrück;1;19730801;06;0;;0;1;;
16275;754032;460572;5739864;Stadt Rietberg;;;33397;Rietberg;Rügenstraße 1;05244;986-0;00;1;Stadt Rietberg;1;19730801;06;0;;0;1;;
16287;754044;466198;5748046;Stadt Verl;;;33415;Verl;Paderborner Straße 3-5;05246;3041-47;00;1;Stadt Verl;1;19730801;06;0;;0;1;;
16299;962004;407382;5683834;Stadt Altena;;;58762;Altena;Lüdenscheider Straße 22;02352;2090;00;1;Stadt Altena;1;19730801;06;0;;0;1;;
16305;962052;421601;5674027;Stadt Plettenberg;;;58840;Plettenberg;Grünestr. 12;02391;3951;00;1;Stadt Plettenberg;1;19730801;06;0;;0;1;;
16317;962060;413769;5678724;Stadt Werdohl;;;58791;Werdohl;Goethestraße 51;02392;581;00;1;Stadt Werdohl;1;19730801;06;0;;0;1;;
16329;962020;412610;5670378;Gemeinde Herscheid;;;58849;Herscheid;Plettenberger Straße 27;02357;3404-6;00;1;Gemeinde Herscheid;1;19730801;06;0;;0;1;;
16330;962044;404965;5688244;Gemeinde Nachrodt-Wiblingwerde;;;58769;Nachrodt-Wiblingwerde;Hagener Str. 76;02352;93830;00;1;Gemeinde Nachrodt-Wiblingwerde;1;19730801;06;0;;0;1;;
16342;962012;395469;5671869;Stadt Halver;;;58553;Halver;Thomasstraße 18;02353;821;00;1;Stadt Halver;1;19730801;06;0;;0;1;;
16354;962028;402158;5664964;Stadt Kierspe;;;58566;Kierspe;Springerweg 21;02359;6610;00;1;Stadt Kierspe;1;19730801;06;0;;0;1;;
16366;962032;404266;5674859;Stadt Lüdenscheid;;;58507;Lüdenscheid;Rathausplatz 2;02351;171;00;1;Stadt Lüdenscheid;1;19730801;06;0;;0;1;;
16378;962036;404564;5662729;Stadt Meinerzhagen;;;58540;Meinerzhagen;Bahnhofstraße 9-13;02354;6051-59;00;1;Stadt Meinerzhagen;1;19730801;06;0;;0;1;;
16380;962048;414998;5681757;Stadt Neuenrade;;;58809;Neuenrade;Alte Burg 1;02392;61041-43;00;1;Stadt Neuenrade;1;19730801;06;0;;0;1;;
16391;962056;397681;5677628;Gemeinde Schalksmühle;;;58579;Schalksmühle;Rathausplatz 1;02355;84-0;00;1;Gemeinde Schalksmühle;1;19730801;06;0;;0;1;;
16408;958004;431586;5697391;Stadt Arnsberg;;;59759;Arnsberg;Trauring 1;02932;2011;00;1;Stadt Arnsberg;1;19730801;06;0;;0;1;;
16421;962008;420758;5687083;Stadt Balve;;;58802;Balve;Widukindplatz 1;02375;611;00;1;Stadt Balve;1;19730801;06;0;;0;1;;
16597;958044;430802;5686991;Stadt Sundern;;;59846;Sundern (Sauerland);Mescheder Straße 18;02933;81/1;00;1;Stadt Sundern;1;19730801;06;0;;0;1;;
16640;974044;455061;5699224;Stadt Warstein;;;59581;Warstein;Dieplohstraße 1;02902;811;00;1;Stadt Warstein;1;19730801;06;0;;0;1;;
16652;958012;469927;5693879;Stadt Brilon;;;59929;Brilon;Am Markt 1;02961;2071;00;1;Stadt Brilon;1;19730801;06;0;;0;1;;
16676;958048;467242;5671478;Stadt Winterberg;;;59955;Winterberg;Am Waltenberg 16-18;02981;2061;00;1;Stadt Winterberg;1;19730801;06;0;;0;1;;
16688;958028;479371;5671916;Stadt Medebach;;;59964;Medebach;Österstr. 1;02982;400-0;00;1;Stadt Medebach;1;19730801;06;0;;0;1;;
16718;958036;463915;5689577;Stadt Olsberg;;;59939;Olsberg;Biggeplatz 6;02962;2065-67;00;1;Stadt Olsberg;1;19730801;06;0;;0;1;;
16779;958020;473467;5662130;Stadt Hallenberg;;;59969;Hallenberg;Rathausplatz 1;02984;303-0;00;1;Stadt Hallenberg;1;19730801;06;0;;0;1;;
16822;958024;489581;5701229;Stadt Marsberg;;;34431;Marsberg;Lillerstraße 8;02992;6021;00;1;Stadt Marsberg;1;19730801;06;0;;0;1;;
16925;954004;393128;5679738;Stadt Breckerfeld;;;58339;Breckerfeld;Frankfurter Straße 38;02338;809-0;00;1;Stadt Breckerfeld;1;19730801;06;0;;0;1;;
16937;954008;386335;5684057;Stadt Ennepetal;;;58256;Ennepetal;Bismarckstraße 21;02333;795/1;00;1;Stadt Ennepetal;1;19730801;06;0;;0;1;;
16949;954012;384354;5686793;Stadt Gevelsberg;;;58285;Gevelsberg;Rathausplatz 1;02332;711;00;1;Stadt Gevelsberg;1;19730801;06;0;;0;1;;
16950;954016;373715;5695962;Stadt Hattingen;;;45525;Hattingen;Rathausplatz 1;02324;204/1;00;1;Stadt Hattingen;1;19730801;06;0;;0;1;;
16974;954020;390956;5695486;Stadt Herdecke;;;58313;Herdecke;Kirchplatz 3;02330;61/1;00;1;Stadt Herdecke;1;19730801;06;0;;0;1;;
16986;954024;380638;5682652;Stadt Schwelm;;;58332;Schwelm;Hauptstraße 14;02125;191/1;00;1;Stadt Schwelm;1;19730801;06;0;;0;1;;
16998;954028;380393;5688505;Stadt Sprockhövel;;;45549;Sprockhövel;Rathausplatz 4;02339;181;00;1;Stadt Sprockhövel;1;19730801;06;0;;0;1;;
17000;954032;388580;5694081;Stadt Wetter;;;58300;Wetter (Ruhr);Kaiserstraße 170;02335;840-0;00;1;Stadt Wetter;1;19730801;06;0;;0;1;;
17036;962040;416174;5699138;Stadt Menden;;;58706;Menden (Sauerland);Neumarkt 5;02373;9031474;00;1;Stadt Menden;1;19730801;06;0;;0;1;;
17061;978028;400220;5700222;Stadt Schwerte;;;58239;Schwerte;Rathausstraße 31;02304;1041;00;1;Stadt Schwerte;1;19730801;06;0;;0;1;;
17103;962016;414115;5693418;Stadt Hemer;;;58675;Hemer;Hademareplatz 44;02372;55/1;00;1;Stadt Hemer;1;19730801;06;0;;0;1;;
17231;974020;466274;5721002;Stadt Geseke;;;59590;Geseke;Martinsgasse 2;02942;1021;00;1;Stadt Geseke;1;19730801;06;0;;0;1;;
17243;974028;455103;5725047;Stadt Lippstadt;;;59555;Lippstadt;Ostwall 1;02941;9800;00;1;Stadt Lippstadt;1;19730801;06;0;;0;1;;
17279;974004;453431;5712290;Gemeinde Anröchte;;;59609;Anröchte;Hauptstr. 74;02947;888-0;00;1;Gemeinde Anröchte;1;19730801;06;0;;0;1;;
17280;974016;454365;5718222;Stadt Erwitte;;;59597;Erwitte;Am Markt 13;02943;8960;00;1;Stadt Erwitte;1;19730801;06;0;;0;1;;
17322;974036;460596;5704604;Stadt Rüthen;;;59602;Rüthen;Hochstraße 14;02952;1414;00;1;Stadt Rüthen;1;19730801;06;0;;0;1;;
17395;958008;456290;5689647;Gemeinde Bestwig;;;59909;Bestwig;Bundesstraße 21;02904;987-0;00;1;Gemeinde Bestwig;1;19730801;06;0;;0;1;;
17498;958040;449989;5666273;Stadt Schmallenberg;;;57392;Schmallenberg;Unterm Werth 1;02972;555;00;1;Stadt Schmallenberg;1;19730801;06;0;;0;1;;
17516;966004;423101;5664387;Stadt Attendorn;;;57439;Attendorn;Kölner Straße 12;02722;4051;00;1;Stadt Attendorn;1;19730801;06;0;;0;1;;
17528;966008;414285;5653022;Stadt Drolshagen;;;57489;Drolshagen;Hagener Str. 9;02761;9700;00;1;Stadt Drolshagen;1;19730801;06;0;;0;1;;
17530;966012;428181;5669556;Gemeinde Finnentrop;;;57413;Finnentrop;Am Markt 1;02721;5120;00;1;Gemeinde Finnentrop;1;19730801;06;0;;0;1;;
17541;966016;436119;5659877;Gemeinde Kirchhundem;;;57399;Kirchhundem;Hundemstr. 35;02723;4090;00;1;Gemeinde Kirchhundem;1;19730801;06;0;;0;1;;
17553;966020;435311;5661901;Stadt Lennestadt;;;57368;Lennestadt;Helmut-Kumpf-Str. 25;02721;1404;00;1;Stadt Lennestadt;1;19730801;06;0;;0;1;;
17565;966024;418828;5653692;Stadt Olpe/Biggesee;;;57462;Olpe;Franziskanerstraße 6;02761;830;00;1;Stadt Olpe/Biggesee;1;19730801;06;0;;0;1;;
17577;966028;420802;5647054;Gemeinde Wenden;;;57482;Wenden;Hauptstr. 75;02762;4060;00;1;Gemeinde Wenden;1;19730801;06;0;;0;1;;
17590;970020;437492;5649836;Stadt Hilchenbach;;;57271;Hilchenbach;Markt 13;02733;831;00;1;Stadt Hilchenbach;1;19730801;06;0;;0;1;;
17620;970040;431430;5636333;Stadt Siegen;;;57072;Siegen;Markt 2;0271;593/1;00;1;Stadt Siegen;1;19730801;06;0;;0;1;;
17632;970008;434740;5622340;Gemeinde Burbach;;;57299;Burbach;Eicher Weg 13;02736;541;00;1;Gemeinde Burbach;1;19730801;06;0;;0;1;;
17644;970016;420748;5638946;Stadt Freudenberg;;;57258;Freudenberg;Morer Platz 1;02734;430;00;1;Stadt Freudenberg;1;19730801;06;0;;0;1;;
17656;970024;429074;5645826;Stadt Kreuztal;;;57223;Kreuztal;Siegener Straße 5;02732;511;00;1;Stadt Kreuztal;1;19730801;06;0;;0;1;;
17668;970036;429449;5626850;Gemeinde Neunkirchen;;;57290;Neunkirchen;Bahnhofstraße 3;02735;4051;00;1;Gemeinde Neunkirchen;1;19730801;06;0;;0;1;;
17670;970032;436956;5640445;Stadt Netphen;;;57250;Netphen;Amtsstr. 2;02738;6030;00;1;Stadt Netphen;1;19730801;06;0;;0;1;;
17681;970044;437206;5629973;Gemeinde Wilnsdorf;;;57234;Wilnsdorf;Marktplatz 1;02739;8020;00;1;Gemeinde Wilnsdorf;1;19730801;06;0;;0;1;;
17693;974012;427649;5706307;Gemeinde Ense;;;59469;Ense;Am Spring 4;02938;1051;00;1;Gemeinde Ense;1;19730801;06;0;;0;1;;
17700;974024;440667;5723246;Gemeinde Lippetal;;;59510;Lippetal;Bahnhofstraße 7;02923;980-0;00;1;Gemeinde Lippetal;1;19730801;06;0;;0;1;;
17711;974032;439526;5705452;Gemeinde Möhnesee;;;59519;Möhnesee;Hauptstraße 19;02924;7812;00;1;Gemeinde Möhnesee;1;19730801;06;0;;0;1;;
17723;974008;442614;5715203;Gemeinde Bad Sassendorf;;;59505;Bad Sassendorf;Eichendorffstraße 1;02921;5643;00;1;Gemeinde Bad Sassendorf;1;19730801;06;0;;0;1;;
17735;974040;438192;5713834;Stadt Soest;;;59494;Soest;Am Vreithof 8;02921;1031;00;1;Stadt Soest;1;19730801;06;0;;0;1;;
17747;974048;427694;5718919;Gemeinde Welver;;;59514;Welver;Am Markt 4;02384;5116;00;1;Gemeinde Welver;1;19730801;06;0;;0;1;;
17759;974052;425022;5711876;Stadt Werl;;;59457;Werl;Hedwig-Dransfeld-Straße 23;02922;5061;00;1;Stadt Werl;1;19730801;06;0;;0;1;;
17760;974056;421419;5705372;Gemeinde Wickede;;;58739;Wickede (Ruhr);Hauptstraße 81;02377;9150;00;1;Gemeinde Wickede;1;19730801;06;0;;0;1;;
17772;978020;407320;5715978;Stadt Kamen;;;59174;Kamen;Rathausplatz 1;02307;1480;00;1;Stadt Kamen;1;19730801;06;0;;0;1;;
17784;978036;409218;5710498;Stadt Unna;;;59423;Unna;Rathausplatz 1;02303;1031;00;1;Stadt Unna;1;19730801;06;0;;0;1;;
17796;978004;405219;5719126;Stadt Bergkamen;;;59192;Bergkamen;Rathausplatz 1;02307;9650;00;1;Stadt Bergkamen;1;19730801;06;0;;0;1;;
17802;978012;414400;5702981;Stadt Fröndenberg/Ruhr;;;58730;Fröndenberg/Ruhr;Bahnhofstraße 2;02373;9760;00;1;Stadt Fröndenberg/Ruhr;1;19730801;06;0;;0;1;;
17814;978008;413388;5716911;Gemeinde Bönen;;;59199;Bönen;Bahnhofstraße 54;02383;3033;00;1;Gemeinde Bönen;1;19730801;06;0;;0;1;;
17826;978016;404092;5706562;Gemeinde Holzwickede;;;59439;Holzwickede;Allee 5;02301;8581;00;1;Gemeinde Holzwickede;1;19730801;06;0;;0;1;;
17863;970004;457466;5656028;Stadt Bad Berleburg;;;57319;Bad Berleburg;Poststraße 42;02751;923-0;00;1;Stadt Bad Berleburg;1;19730801;06;0;;0;1;;
17899;970012;447635;5648837;Gemeinde Erndtebrück;;;57339;Erndtebrück;Siegener Straße 6;02753;853;00;1;Gemeinde Erndtebrück;1;19730801;06;0;;0;1;;
17905;358020;314030;5636053;Gemeinde Inden;;;52459;Inden;Rathausstraße 1;02465;1085-87;00;1;Gemeinde Inden;1;19730801;06;0;;0;1;;
17917;370036;300853;5665014;Stadt Wassenberg;;;41849;Wassenberg;Roermonder Straße 25-27;02432;4021-25;00;1;Stadt Wassenberg;1;19730801;06;0;;0;1;;
17978;358012;321649;5612121;Stadt Heimbach;;;52396;Heimbach;Hengebachstraße 14;02446;525;00;1;Stadt Heimbach;1;19730801;06;0;;0;1;;
17980;758036;490699;5779943;Stadt Vlotho;;;32602;Vlotho;Lange Straße 60;05733;3081-86;00;1;Stadt Vlotho;1;19730801;06;0;;0;1;;
18004;970028;458750;5641681;Stadt Bad Laasphe;;;57334;Bad Laasphe;Mühlenstraße 20;02752;909-0;00;1;Stadt Bad Laasphe;1;19730801;06;0;;0;1;;
18028;570048;448062;5731815;Gemeinde Wadersloh;;;59329;Wadersloh;Liesborner Straße 5;02523;1031;00;1;Gemeinde Wadersloh;1;19750101;06;0;;0;1;;
18030;762012;516674;5713582;Stadt Borgentreich;;;34434;Borgentreich;Am Rathaus 13;05643;89/1;00;1;Stadt Borgentreich;1;19750101;06;0;;0;1;;
18041;762040;509139;5716015;Stadt Willebadessen;;;34439;Willebadessen;Abdinghofweg 1;05644;880;00;1;Stadt Willebadessen;1;19750101;06;0;;0;1;;
50155;170052;323989;5726568;Zweckverband;Gesamtschule Xanten-Sonsbeck;;46509;Xanten;Karthaus 2;;;00;1;Xanten, Zweckverband Xanten-Sonsbeck;1;19730801;08;0;;0;1;;
50295;316000;359610;5660110;Schulverband Berufsbildende Schulen;Opladen;;51379;Leverkusen;Miselohestr. 4;02171;402523;00;1;Leverkusen, Schulverband Berufsb.Schulen;1;19730801;08;0;;0;1;;
50428;374012;399573;5654045;Zweckverband der Förderschulen;;;51643;Gummersbach;Rathausplatz 1;02261;87-0;00;1;Gummersbach, Zweckverb. d. Förderschulen;1;19730801;08;0;;0;1;;
50430;378004;368582;5650278;Berufsschulverband Bergisch Gladbach,;Rösrath, Overath, Odenthal, Kürten;;51465;Bergisch Gladbach;An der Gohrsmühle 25;02202;14-2558;00;1;Bergisch Gladbach, Berufsschulverband;1;19730801;08;0;;0;1;;
50520;334028;309180;5609519;Förderschulverband Simmerath;;;52152;Simmerath;Rathaus;02473;6070;00;1;Simmerath, Förderschulverband;1;19730801;08;0;;0;1;;
50556;370008;289335;5653110;Real-, Gesamt- und Hauptschul-;zweckverband Gangelt-Selfkant;;52538;Gangelt;Burgstraße 10;02454;588101;00;1;Gangelt,Real-,Gesamt-u.Hauptschulzweckv.;1;19730801;08;0;;0;1;;
51688;366036;321379;5600474;Förderschulzweckverband;Hellenthal-Kall-Schleiden;;53937;Schleiden;Blankenheimer Straße 2-4;02445;890;00;1;Schleiden, Förderschulzweckverband;1;19740101;08;0;;0;1;;
70026;515000;406186;5760510;Landwirtschaftskammer NRW;Ref. 34 - Berufsbildung -;;48147;Münster;Nevinghoff 40;0251;599-0;00;1;Münster, Landwirtschaftskammer NRW;1;19730801;10;0;;0;1;;
70063;913000;396131;5707704;Innungsverband des Dachdeckerhandwerks;Westfalen;;44143;Dortmund;Lange Reihe 62;0231;5177192;00;2;Dortmund, Innungsverb.Dachdeckerhandwerk;1;19730801;99;0;;0;1;;
70075;914000;394152;5691466;Schornsteinfegerinnung;für den Regierungsbezirk Arnsberg;;58097;Hagen;Eduard-Müller-Str. 20;02331;13209;00;1;Hagen, Schornsteinfegerinnung;1;19730801;13;0;;0;1;;
70099;111000;343484;5687038;Graf-Recke-Stiftung;;;40489;Düsseldorf;Einbrunger Str. 66;0211;40551104;00;2;Düsseldorf, Graf-Recke-Stiftung;1;19730801;43;0;;0;1;;
70130;358008;322597;5630961;Gymnasialverwaltungsrat;;;52349;Düren;Kaiserplatz 2-4;;;00;1;Düren, Gymnasialverwaltungsrat;1;19730801;13;0;;0;1;;
70166;754008;456893;5750736;Kuratorium des Evangelisch-Stiftischen;Gymnasiums;;33330;Gütersloh;Feldstr. 13;;;00;1;Gütersloh, Kuratorium Evang.Stift.Gymn.;1;19730801;13;0;;0;1;;
70178;970020;435710;5647604;Vereinigte Stifte Geseke-Keppel;;;57271;Hilchenbach;Stift-Keppel-Weg 37;02733;89410;00;1;Hilchenbach, Verein.Stifte Geseke-Keppel;1;19730801;13;0;;0;1;;
70294;362032;338776;5642933;Anna-Herrmann-Schule;Berufsfachschule für Gymnastik;und Kosmetik gGmbH;50169;Kerpen;Rathausstraße 20-22;02273;932515;00;2;Kerpen, Anna-Hermann-Schule gGmbH;1;19740801;35;0;;0;1;;
70350;711000;468433;5764233;Verein zur Förderung und Ausbildung;von Gymnastiklehrern/innen;;33602;Bielefeld;August-Bebel-Str. 57;0521;37664;00;2;Bielefeld,Verein z.Ausb.v.Gymnastiklehr.;1;20000801;36;0;;0;1;;
70415;314000;370509;5616792;Otto-Kühne-Schule Godesberg GmbH;;;53173;Bonn;Otto-Kühne-Platz 1;0228;956616;00;2;Bonn, Otto-Kühne-Schule GmbH;1;19730801;35;0;;0;1;;
70439;754008;460133;5751125;Bertelsmann AG;;;33335;Gütersloh;Carl-Bertelsmann-Str. 270;05241;807964;00;2;Gütersloh, Bertelsmann AG;1;19730801;35;0;;0;1;;
70452;962024;410942;5693385;Privatschulgesellschaft mbH;Seilersee;;58636;Iserlohn;Reiterweg 28-32;02371;90430;00;2;Iserlohn, Schulgesellschaft Seilersee;1;19730801;35;0;;0;1;;
70531;362008;335918;5651232;Deutscher Braunkohlen - Industrie -;Verein e.V. - DEBRIV;;50129;Bergheim;Auenheimer Str. 27;02271;9957734;00;1;Bergheim,Deutscher Braunk.-Indus.-Verein;1;19730801;13;0;;0;1;;
70579;774032;481865;5731021;Bildungszentrum für;informationsverarbeitende Berufe e.V.;- b.i.b. -;33102;Paderborn;Fürstenallee 3-5;05251;30101;00;2;Paderborn,Zentrum Informat.Verarb.Berufe;1;19730801;35;0;;0;1;;
70609;113000;362686;5703587;BIF-Bildung im Frischezentrum Essen e.V.;;;45141;Essen;Lützowstr. 20;0201;28953770;00;2;Essen, BIF-Bildung Lützowstr.;1;19730801;36;0;;0;1;;
70610;113000;362960;5697806;Freie Waldorfschule e.V.;;;45134;Essen;Schellstr. 47;0201;4351527;00;2;Essen, Freie Waldorfschule e.V.;1;19730801;60;0;;0;1;;
70622;114000;332380;5690055;Verein Freie Waldorfschule Krefeld e.V.;;;47800;Krefeld;Kaiserstr. 61;02151;53950;00;2;Krefeld, Freie Waldorfschule e.V.;1;19730801;60;0;;0;1;;
70634;122000;365788;5674825;Verein Zentralfachschule der;Deutschen Süßwarenwirtschaft e.V.;;42653;Solingen;De-Leuw-Str. 3-9;0212;59610;00;2;Solingen, Fachsch.Süßwarenwirtsch.e.V.;1;19730801;36;0;;0;1;;
70646;124000;373161;5680267;Rudolf-Steiner-Schulverein;Wuppertal e.V.;;42285;Wuppertal;Schluchtstr. 21;0202;280840;00;2;Wuppertal, Rudolf-Steiner-Schulverein;1;19730801;60;0;;0;1;;
70658;162004;342617;5660872;Norbert-Gymnasium e.V.;;;41540;Dormagen;Knechtsteden 17;02133;8963;00;2;Dormagen, Norbert-Gymnasium e.V.;1;19730801;99;0;;0;1;;
70660;314000;362842;5623448;Verein Freie Waldorfschule;Bonn e.V.;;53119;Bonn;Stettiner Straße 21;0228;668070;00;2;Bonn, Freie Waldorfschule Bonn;1;19730801;60;0;;0;1;;
70683;315000;353721;5644368;Verein Fachschule des Möbelhandels e.V.;;;50931;Köln;Frangenheimstr. 6;0221;940130;00;2;Köln, Verein Fachschule des Möbelhandels;1;19730801;35;0;;0;1;;
70701;382008;375867;5610050;Schloß Hagerhof GmbH & Co. KG Bad Honnef;;;53604;Bad Honnef;Menzenberg 13;02224;93250;00;2;Bad Honnef, Landschulheim GmbH & Co.KG;1;19730801;36;0;;0;1;;
70737;558024;392777;5736358;Internatsverein Lüdinghausen e.V.;;;59348;Lüdinghausen;Disselhook 6;02591;79980;00;2;Lüdinghausen, Internatsverein e.V.;1;19730801;36;0;;0;1;;
70749;566056;417313;5797446;Verein der Schulfreunde e.V.;;;49497;Mettingen;Große Str. 38;05452;917110;00;2;Mettingen, Verein der Schulfreunde e.V.;1;19730801;36;0;;0;1;;
70750;711000;468660;5765692;Evangelisches Johanneswerk gGmbH;;;33611;Bielefeld;Schildescher Straße 101-103;0521;8012591;00;2;Bielefeld, Ev. Johanneswerk gGmbH;1;19730801;35;0;;0;1;;
70762;774016;469366;5711684;Mauritiusgymnasium Büren e.V.;;;33142;Büren;Burgstr. 2;;;00;2;Büren, Mauritiusgymnasium e.V.;1;19730801;36;0;;0;1;;
